benchmark,method,alpha,flagged_median,flagged_iqr_lo,flagged_iqr_hi,realised_risk_median,flagged_per_protein,calibration_credit,n_splits
Linker,AUCpred-no-profile,0.05,,,,,,,
Linker,AUCpred-profile,0.2,0.5066,0.4846,0.5486,0.1980,0.5450,0.0384,12
Linker,AUCpred-profile,0.1,0.6847,0.6277,0.8394,0.0444,0.7100,0.0253,12
Linker,AUCpred-profile,0.05,,,,,,,
Linker,AlphaFold-binding,0.2,0.5323,0.4502,0.5623,0.0785,0.5120,-0.0203,12
Linker,AlphaFold-binding,0.1,0.7275,0.7052,0.7675,0.0295,0.6400,-0.0875,12
Linker,AlphaFold-binding,0.05,,,,,,,
Linker,AlphaFold-pLDDT,0.2,0.3821,0.3333,0.4032,0.1781,0.3790,-0.0031,12
Linker,AlphaFold-pLDDT,0.1,0.6261,0.5736,0.6619,0.0630,0.5640,-0.0621,12
Linker,AlphaFold-pLDDT,0.05,,,,,,,
Linker,AlphaFold-rsa,0.2,0.5331,0.4499,0.5623,0.0785,0.5280,-0.0051,12
Linker,AlphaFold-rsa,0.1,0.7271,0.7052,0.7682,0.0287,0.6640,-0.0631,12
Linker,AlphaFold-rsa,0.05,,,,,,,
Linker,AlphaFold3-binding,0.2,0.5508,0.4820,0.6000,0.0788,0.4450,-0.1058,12
Linker,AlphaFold3-binding,0.1,0.7095,0.6619,0.7210,0.0340,0.6910,-0.0185,12
Linker,AlphaFold3-binding,0.05,,,,,,,
Linker,AlphaFold3-pLDDT,0.2,0.3963,0.3760,0.4309,0.1787,0.4630,0.0667,12
Linker,AlphaFold3-pLDDT,0.1,0.6013,0.5837,0.6211,0.0693,0.6400,0.0387,12
Linker,AlphaFold3-pLDDT,0.05,,,,,,,
Linker,AlphaFold3-rsa,0.2,0.5509,0.4822,0.6009,0.0788,0.5260,-0.0249,12
Linker,AlphaFold3-rsa,0.1,0.7095,0.6620,0.7209,0.0340,0.7060,-0.0035,12
Linker,AlphaFold3-rsa,0.05,,,,,,,
Linker,DARUMA-beta,0.2,0.6992,0.6194,0.7327,0.1134,0.5900,-0.1092,12
Linker,DARUMA-beta,0.1,0.8819,0.8527,0.9185,0.0184,0.7630,-0.1189,12
Linker,DARUMA-beta,0.05,,,,,,,
Linker,DFLpred,0.2,0.7514,0.6531,0.7863,0.1214,0.7540,0.0026,12
Linker,DFLpred,0.1,0.8815,0.8502,0.9217,0.0467,0.9060,0.0245,12
Linker,DFLpred,0.05,,,,,,,
Linker,DISOPRED3-bind,0.2,0.8347,0.7462,0.8658,0.1421,0.6340,-0.2007,12
Linker,DISOPRED3-bind,0.1,0.9313,0.9204,0.9607,0.0148,0.8980,-0.0333,12
Linker,DISOPRED3-bind,0.05,,,,,,,
Linker,DISOPRED3-diso,0.2,0.5846,0.5135,0.6061,0.1304,0.5820,-0.0026,12
Linker,DISOPRED3-diso,0.1,0.7467,0.7392,0.7869,0.0468,0.7680,0.0213,12
Linker,DISOPRED3-diso,0.05,,,,,,,
Linker,DRPBind-DNA,0.2,0.7968,0.7561,0.8317,0.1158,0.7970,0.0002,12
Linker,DRPBind-DNA,0.1,0.9111,0.9041,0.9261,0.0467,0.9260,0.0149,12
Linker,DRPBind-DNA,0.05,,,,,,,
Linker,DRPBind-RNA,0.2,0.8567,0.8264,0.8900,0.1439,0.8320,-0.0247,12
Linker,DRPBind-RNA,0.1,0.9391,0.9321,0.9568,0.0533,0.9290,-0.0101,12
Linker,DRPBind-RNA,0.05,,,,,,,
Linker,DRPBind-protein,0.2,0.7099,0.6746,0.7438,0.1035,0.7130,0.0031,12
Linker,DRPBind-protein,0.1,0.9527,0.9223,0.9791,0.0517,0.9030,-0.0497,12
Linker,DRPBind-protein,0.05,,,,,,,
Linker,DeepDISObind-all,0.2,0.8335,0.7947,0.9068,0.1622,0.8330,-0.0005,12
Linker,DeepDISObind-all,0.1,0.9479,0.9201,0.9733,0.0654,0.9370,-0.0109,12
Linker,DeepDISObind-all,0.05,,,,,,,
Linker,DeepDISObind-nucleic,0.2,0.8374,0.8110,0.8715,0.1007,0.7890,-0.0484,12
Linker,DeepDISObind-nucleic,0.1,0.9387,0.9171,0.9557,0.0410,0.9370,-0.0017,12
Linker,DeepDISObind-nucleic,0.05,,,,,,,
Linker,DeepDISObind-protein,0.2,0.8279,0.7909,0.9309,0.1959,0.8230,-0.0049,12
Linker,DeepDISObind-protein,0.1,0.9462,0.9058,0.9749,0.0951,0.9320,-0.0142,12
Linker,DeepDISObind-protein,0.05,,,,,,,
Linker,DeepDRPBind-DNA,0.2,0.9127,0.8947,0.9365,0.1244,0.9200,0.0073,12
Linker,DeepDRPBind-DNA,0.1,0.9664,0.9544,0.9790,0.0305,0.9690,0.0026,12
Linker,DeepDRPBind-DNA,0.05,,,,,,,
Linker,DeepDRPBind-RNA,0.2,0.7538,0.7055,0.8160,0.1543,0.8120,0.0582,12
Linker,DeepDRPBind-RNA,0.1,0.9806,0.9300,0.9856,0.0000,0.9530,-0.0276,12
Linker,DeepDRPBind-RNA,0.05,,,,,,,
Linker,DeepDRPBind-protein,0.2,0.8550,0.8119,0.8857,0.1412,0.8740,0.0190,12
Linker,DeepDRPBind-protein,0.1,0.9987,0.9403,0.9996,0.0010,0.9710,-0.0277,12
Linker,DeepDRPBind-protein,0.05,,,,,,,
Linker,DeepIDP-2L,0.2,0.6553,0.4984,0.6910,0.0751,0.5160,-0.1393,12
Linker,DeepIDP-2L,0.1,0.8755,0.7530,0.8924,0.0176,0.6990,-0.1765,12
Linker,DeepIDP-2L,0.05,,,,,,,
Linker,DisEMBL-dis465,0.2,0.7103,0.6771,0.7449,0.1121,0.6540,-0.0563,12
Linker,DisEMBL-dis465,0.1,0.8536,0.8445,0.8682,0.0326,0.8550,0.0014,12
Linker,DisEMBL-dis465,0.05,,,,,,,
Linker,DisEMBL-disHL,0.2,0.6689,0.6334,0.6914,0.1392,0.6140,-0.0549,12
Linker,DisEMBL-disHL,0.1,0.8024,0.7859,0.8097,0.0448,0.8200,0.0176,12
Linker,DisEMBL-disHL,0.05,,,,,,,
Linker,DisPredict2,0.2,0.7913,0.7052,0.8625,0.1830,0.7630,-0.0283,12
Linker,DisPredict2,0.1,0.9835,0.9311,0.9981,0.0360,0.9700,-0.0135,12
Linker,DisPredict2,0.05,,,,,,,
Linker,DisoMine,0.2,0.8087,0.7370,0.8510,0.1333,0.6480,-0.1607,12
Linker,DisoMine,0.1,0.9258,0.8792,0.9633,0.0061,0.8190,-0.1068,12
Linker,DisoMine,0.05,,,,,,,
Linker,DisoPred,0.2,0.6535,0.6109,0.6702,0.1196,0.5760,-0.0775,12
Linker,DisoPred,0.1,0.7878,0.7775,0.8187,0.0561,0.7980,0.0102,12
Linker,DisoPred,0.05,,,,,,,
Linker,DisoRDPbind-dna,0.2,0.7337,0.6768,0.7668,0.1371,0.7450,0.0113,12
Linker,DisoRDPbind-dna,0.1,0.8709,0.8521,0.8886,0.0413,0.8960,0.0251,12
Linker,DisoRDPbind-dna,0.05,,,,,,,
Linker,DisoRDPbind-prot,0.2,0.8610,0.8121,0.9172,0.1130,0.7780,-0.0830,12
Linker,DisoRDPbind-prot,0.1,0.9822,0.9629,0.9870,0.0275,0.9510,-0.0312,12
Linker,DisoRDPbind-prot,0.05,,,,,,,
Linker,DisoRDPbind-rna,0.2,0.8843,0.8672,0.9012,0.1570,0.8810,-0.0033,12
Linker,DisoRDPbind-rna,0.1,0.9737,0.9603,0.9902,0.0590,0.9660,-0.0077,12
Linker,DisoRDPbind-rna,0.05,,,,,,,
Linker,DisorderUnetLM,0.2,0.5287,0.4937,0.6502,0.1192,0.4580,-0.0707,12
Linker,DisorderUnetLM,0.1,0.8516,0.6687,0.9108,0.0016,0.6330,-0.2186,12
Linker,DisorderUnetLM,0.05,,,,,,,
Linker,ENSHROUD-all,0.2,0.6862,0.6241,0.7381,0.1201,0.6300,-0.0562,12
Linker,ENSHROUD-all,0.1,0.9298,0.9035,0.9423,0.0354,0.8390,-0.0908,12
Linker,ENSHROUD-all,0.05,,,,,,,
Linker,ENSHROUD-nucleic,0.2,0.7460,0.6439,0.8087,0.1116,0.7170,-0.0290,12
Linker,ENSHROUD-nucleic,0.1,0.8950,0.8710,0.9252,0.0400,0.8940,-0.0010,12
Linker,ENSHROUD-nucleic,0.05,,,,,,,
Linker,ENSHROUD-protein,0.2,0.7137,0.6676,0.7466,0.1351,0.6060,-0.1077,12
Linker,ENSHROUD-protein,0.1,0.8921,0.7720,0.9671,0.0337,0.8480,-0.0441,12
Linker,ENSHROUD-protein,0.05,,,,,,,
Linker,ESpritz-D,0.2,0.8048,0.7553,0.8391,0.0979,0.7270,-0.0778,12
Linker,ESpritz-D,0.1,0.9139,0.8952,0.9407,0.0000,0.8820,-0.0319,12
Linker,ESpritz-D,0.05,,,,,,,
Linker,ESpritz-N,0.2,0.7203,0.6613,0.7534,0.1428,0.5500,-0.1703,12
Linker,ESpritz-N,0.1,0.8842,0.8672,0.9125,0.0614,0.7930,-0.0912,12
Linker,ESpritz-N,0.05,,,,,,,
Linker,ESpritz-X,0.2,0.6916,0.6280,0.7647,0.1765,0.6080,-0.0836,12
Linker,ESpritz-X,0.1,0.7824,0.7730,0.8288,0.0525,0.7690,-0.0134,12
Linker,ESpritz-X,0.05,,,,,,,
Linker,IUPred3,0.2,0.8184,0.7153,0.8531,0.0765,0.6220,-0.1964,12
Linker,IUPred3,0.1,0.9351,0.9178,0.9422,0.0335,0.8370,-0.0981,12
Linker,IUPred3,0.05,,,,,,,
Linker,IsUnstruct,0.2,0.6673,0.6327,0.7081,0.0807,0.5600,-0.1073,12
Linker,IsUnstruct,0.1,0.8432,0.8020,0.8836,0.0158,0.7590,-0.0842,12
Linker,IsUnstruct,0.05,,,,,,,
Linker,LINKER-Pred-Lite,0.2,0.4885,0.4193,0.5361,0.1436,0.4570,-0.0315,12
Linker,LINKER-Pred-Lite,0.1,0.8127,0.7102,0.8490,0.0182,0.8280,0.0153,12
Linker,LINKER-Pred-Lite,0.05,,,,,,,
Linker,LINKER-Pred,0.2,0.3614,0.2961,0.4228,0.1503,0.4380,0.0766,12
Linker,LINKER-Pred,0.1,0.9340,0.5208,0.9449,0.0000,0.8000,-0.1340,12
Linker,LINKER-Pred,0.05,,,,,,,
Linker,LINKER-Pred2,0.2,0.3550,0.3007,0.4332,0.1598,0.4220,0.0670,12
Linker,LINKER-Pred2,0.1,0.9091,0.5331,0.9413,0.0000,0.7930,-0.1161,12
Linker,LINKER-Pred2,0.05,,,,,,,
Linker,LIPNet,0.2,0.8684,0.7607,0.9220,0.1599,0.8660,-0.0024,12
Linker,LIPNet,0.1,0.9781,0.9627,0.9877,0.0470,0.9740,-0.0041,12
Linker,LIPNet,0.05,,,,,,,
Linker,LMDisorder,0.2,0.5081,0.4720,0.6527,0.1003,0.5090,0.0009,12
Linker,LMDisorder,0.1,0.7296,0.6876,0.7726,0.0297,0.7620,0.0324,12
Linker,LMDisorder,0.05,,,,,,,
Linker,Metapredict-v1,0.2,0.6322,0.5791,0.6933,0.1601,0.5410,-0.0912,12
Linker,Metapredict-v1,0.1,0.8357,0.8158,0.8673,0.0357,0.8210,-0.0147,12
Linker,Metapredict-v1,0.05,,,,,,,
Linker,Metapredict-v2,0.2,0.5957,0.5395,0.6225,0.1235,0.5300,-0.0657,12
Linker,Metapredict-v2,0.1,0.7876,0.7424,0.7941,0.0129,0.7230,-0.0646,12
Linker,Metapredict-v2,0.05,,,,,,,
Linker,Metapredict-v3,0.2,0.6182,0.5525,0.6496,0.1439,0.5850,-0.0332,12
Linker,Metapredict-v3,0.1,0.8721,0.8247,0.9001,0.0162,0.7400,-0.1321,12
Linker,Metapredict-v3,0.05,,,,,,,
Linker,MoRFchibi-light,0.2,0.7933,0.7681,0.8149,0.1226,0.8110,0.0177,12
Linker,MoRFchibi-light,0.1,0.9030,0.8854,0.9482,0.0249,0.9500,0.0470,12
Linker,MoRFchibi-light,0.05,,,,,,,
Linker,MoRFchibi-web,0.2,0.8435,0.8308,0.8955,0.1162,0.8610,0.0175,12
Linker,MoRFchibi-web,0.1,0.9542,0.9421,0.9660,0.0474,0.9660,0.0118,12
Linker,MoRFchibi-web,0.05,,,,,,,
Linker,MoRFchibi,0.2,0.8435,0.8214,0.8671,0.1808,0.8790,0.0355,12
Linker,MoRFchibi,0.1,0.9533,0.9371,0.9939,0.0695,0.9580,0.0047,12
Linker,MoRFchibi,0.05,,,,,,,
Linker,MobiDB-lite,0.2,0.6590,0.6168,0.7267,0.1230,0.6090,-0.0500,12
Linker,MobiDB-lite,0.1,0.8468,0.8102,0.8613,0.0338,0.9780,0.1312,12
Linker,MobiDB-lite,0.05,,,,,,,
Linker,NeProc2-beta-binding,0.2,0.7108,0.5777,0.8102,0.1371,0.6120,-0.0988,12
Linker,NeProc2-beta-binding,0.1,0.8719,0.8152,0.9025,0.0508,0.7960,-0.0759,12
Linker,NeProc2-beta-binding,0.05,,,,,,,
Linker,NeProc2-beta-disorder,0.2,0.7066,0.5703,0.8077,0.1375,0.6030,-0.1036,12
Linker,NeProc2-beta-disorder,0.1,0.8707,0.8191,0.9057,0.0508,0.7850,-0.0857,12
Linker,NeProc2-beta-disorder,0.05,,,,,,,
Linker,OPAL,0.2,0.7512,0.7051,0.8136,0.2265,0.8100,0.0588,12
Linker,OPAL,0.1,0.8472,0.8066,0.8836,0.1205,0.9270,0.0798,12
Linker,OPAL,0.05,,,,,,,
Linker,PUNCH2-Light,0.2,0.5042,0.4263,0.5368,0.1220,0.5370,0.0328,12
Linker,PUNCH2-Light,0.1,0.6932,0.6256,0.7256,0.0433,0.6610,-0.0322,12
Linker,PUNCH2-Light,0.05,,,,,,,
Linker,PUNCH2,0.2,0.5116,0.4635,0.5724,0.1351,0.5300,0.0184,12
Linker,PUNCH2,0.1,0.7280,0.6665,0.7650,0.0424,0.6560,-0.0720,12
Linker,PUNCH2,0.05,,,,,,,
Linker,PredIDR2-Prof-Art,0.2,0.4863,0.4571,0.5800,0.1329,0.5530,0.0667,12
Linker,PredIDR2-Prof-Art,0.1,0.6857,0.6023,0.7579,0.0079,0.7730,0.0873,12
Linker,PredIDR2-Prof-Art,0.05,,,,,,,
Linker,PredIDR2-Prof-Rnd,0.2,0.5353,0.4732,0.5715,0.0987,0.5540,0.0187,12
Linker,PredIDR2-Prof-Rnd,0.1,0.6849,0.6028,0.7232,0.0058,0.7660,0.0811,12
Linker,PredIDR2-Prof-Rnd,0.05,,,,,,,
Linker,PredIDR2-Seq-Art,0.2,0.4973,0.4532,0.5391,0.1470,0.5590,0.0617,12
Linker,PredIDR2-Seq-Art,0.1,0.6603,0.5517,0.6861,0.0174,0.7640,0.1037,12
Linker,PredIDR2-Seq-Art,0.05,,,,,,,
Linker,PredIDR2-Seq-Rnd,0.2,0.5498,0.4668,0.5764,0.1529,0.5200,-0.0298,12
Linker,PredIDR2-Seq-Rnd,0.1,0.6697,0.5922,0.7042,0.0000,0.7370,0.0673,12
Linker,PredIDR2-Seq-Rnd,0.05,,,,,,,
Linker,ProBiPred-nucleic,0.2,0.7716,0.7415,0.7963,0.1654,0.7690,-0.0026,12
Linker,ProBiPred-nucleic,0.1,0.8829,0.8726,0.8960,0.0358,0.9200,0.0371,12
Linker,ProBiPred-nucleic,0.05,,,,,,,
Linker,ProBiPred-protein,0.2,0.9417,0.9331,0.9530,0.1318,0.9510,0.0093,12
Linker,ProBiPred-protein,0.1,0.9935,0.9901,0.9957,0.0159,0.9900,-0.0035,12
Linker,ProBiPred-protein,0.05,,,,,,,
Linker,RONN,0.2,0.5787,0.5612,0.5925,0.0993,0.5560,-0.0227,12
Linker,RONN,0.1,0.9021,0.8339,0.9143,0.0000,0.7690,-0.1331,12
Linker,RONN,0.05,,,,,,,
Linker,SETH-0,0.2,0.4374,0.3807,0.4714,0.1563,0.4820,0.0446,12
Linker,SETH-0,0.1,0.6236,0.5626,0.6965,0.0486,0.6590,0.0354,12
Linker,SETH-0,0.05,,,,,,,
Linker,SETH-1,0.2,0.4493,0.4027,0.4908,0.1575,0.5000,0.0507,12
Linker,SETH-1,0.1,0.6503,0.6126,0.6905,0.0369,0.6670,0.0167,12
Linker,SETH-1,0.05,,,,,,,
Linker,SPOT-Disorder-Single,0.2,0.7044,0.6037,0.7629,0.0818,0.5650,-0.1394,12
Linker,SPOT-Disorder-Single,0.1,0.8730,0.7930,0.8951,0.0127,0.7750,-0.0980,12
Linker,SPOT-Disorder-Single,0.05,,,,,,,
Linker,SPOT-Disorder,0.2,0.5803,0.4807,0.6125,0.1074,0.5410,-0.0393,12
Linker,SPOT-Disorder,0.1,0.7556,0.6958,0.7782,0.0000,0.6890,-0.0666,12
Linker,SPOT-Disorder,0.05,,,,,,,
Linker,UdonPred-DisProt,0.2,0.6135,0.5571,0.6568,0.0983,0.5780,-0.0355,12
Linker,UdonPred-DisProt,0.1,0.8651,0.7396,0.9007,0.0188,0.8460,-0.0191,12
Linker,UdonPred-DisProt,0.05,,,,,,,
Linker,UdonPred-TriZOD,0.2,0.4298,0.3843,0.4532,0.1298,0.4720,0.0422,12
Linker,UdonPred-TriZOD,0.1,0.5991,0.5689,0.6192,0.0329,0.6470,0.0479,12
Linker,UdonPred-TriZOD,0.05,,,,,,,
Linker,UdonPred-combined,0.2,0.5964,0.5664,0.6456,0.1427,0.5980,0.0016,12
Linker,UdonPred-combined,0.1,0.7838,0.7722,0.7966,0.0364,0.8050,0.0212,12
Linker,UdonPred-combined,0.05,,,,,,,
Linker,VSL2,0.2,0.6084,0.5637,0.6469,0.0986,0.5890,-0.0194,12
Linker,VSL2,0.1,0.8087,0.7635,0.8700,0.0203,0.7650,-0.0437,12
Linker,VSL2,0.05,,,,,,,
Linker,bindEmbed21IDR-idrGeneral,0.2,0.9441,0.9243,0.9587,0.1056,0.9430,-0.0011,12
Linker,bindEmbed21IDR-idrGeneral,0.1,0.9816,0.9761,0.9885,0.0185,0.9840,0.0024,12
Linker,bindEmbed21IDR-idrGeneral,0.05,,,,,,,
Linker,bindEmbed21IDR-idrNuc,0.2,0.9120,0.8127,0.9477,0.1358,0.8960,-0.0160,12
Linker,bindEmbed21IDR-idrNuc,0.1,0.9734,0.9308,0.9854,0.0414,0.9610,-0.0124,12
Linker,bindEmbed21IDR-idrNuc,0.05,,,,,,,
Linker,bindEmbed21IDR-rawGeneral,0.2,0.9533,0.9331,0.9611,0.1015,0.9590,0.0057,12
Linker,bindEmbed21IDR-rawGeneral,0.1,1.0000,0.9968,1.0000,0.0000,0.9920,-0.0080,12
Linker,bindEmbed21IDR-rawGeneral,0.05,,,,,,,
Linker,bindEmbed21IDR-rawNuc,0.2,0.9053,0.8130,0.9462,0.1437,0.8960,-0.0093,12
Linker,bindEmbed21IDR-rawNuc,0.1,0.9720,0.9531,0.9849,0.0437,0.9620,-0.0100,12
Linker,bindEmbed21IDR-rawNuc,0.05,,,,,,,
Linker,flDPlr,0.2,0.7457,0.6447,0.8160,0.0787,0.5660,-0.1797,12
Linker,flDPlr,0.1,0.9026,0.8452,0.9345,0.0308,0.8760,-0.0266,12
Linker,flDPlr,0.05,,,,,,,
Linker,flDPlr2,0.2,0.7436,0.5872,0.8650,0.2343,0.5800,-0.1636,12
Linker,flDPlr2,0.1,0.9392,0.8713,0.9682,0.0078,0.7120,-0.2272,12
Linker,flDPlr2,0.05,,,,,,,
Linker,flDPnn,0.2,0.6818,0.5930,0.7943,0.1858,0.5710,-0.1108,12
Linker,flDPnn,0.1,0.9832,0.7055,0.9855,0.0000,0.7310,-0.2522,12
Linker,flDPnn,0.05,,,,,,,
Linker,flDPnn2,0.2,0.6691,0.5392,0.7922,0.1495,0.5880,-0.0811,12
Linker,flDPnn2,0.1,0.9607,0.9194,0.9930,0.0190,0.7220,-0.2387,12
Linker,flDPnn2,0.05,,,,,,,
Linker,flDPnn3a,0.2,0.5168,0.4433,0.5581,0.1614,0.5420,0.0252,12
Linker,flDPnn3a,0.1,0.8452,0.5441,0.8674,0.0126,0.6800,-0.1652,12
Linker,flDPnn3a,0.05,,,,,,,
Linker,flDPnn3b,0.2,0.5086,0.4159,0.6358,0.1549,0.5030,-0.0056,12
Linker,flDPnn3b,0.1,0.7140,0.6882,0.7739,0.0428,0.6420,-0.0720,12
Linker,flDPnn3b,0.05,,,,,,,
Linker,pyHCA,0.2,0.7291,0.7039,0.8045,0.1577,0.7470,0.0179,12
Linker,pyHCA,0.1,0.8870,0.8512,0.9386,0.0427,0.9840,0.0970,12
Linker,pyHCA,0.05,,,,,,,
Linker,rawMSA-disorder,0.2,0.6144,0.5087,0.6830,0.2115,0.4520,-0.1624,12
Linker,rawMSA-disorder,0.1,0.8143,0.8079,0.8770,0.0039,0.7530,-0.0613,12
Linker,rawMSA-disorder,0.05,,,,,,,
Linker,rawMSA,0.2,0.5981,0.5108,0.6374,0.0985,0.5850,-0.0131,12
Linker,rawMSA,0.1,0.8270,0.6793,0.8469,0.0339,0.8800,0.0530,12
Linker,rawMSA,0.05,,,,,,,
Linker,s2D-2,0.2,0.5333,0.5054,0.5678,0.1264,0.5120,-0.0213,12
Linker,s2D-2,0.1,0.6966,0.6573,0.7108,0.0349,0.6750,-0.0216,12
Linker,s2D-2,0.05,,,,,,,
Linker,DisorderNet-windowed,0.2,0.3281,0.2938,0.3785,0.1816,0.3150,-0.0131,12
Linker,DisorderNet-windowed,0.1,0.5744,0.5233,0.5980,0.0381,0.5480,-0.0264,12
Linker,DisorderNet-windowed,0.05,,,,,,,
Linker,DisorderNet-pbias,0.2,0.3207,0.3065,0.4089,0.1684,0.3420,0.0213,12
Linker,DisorderNet-pbias,0.1,0.7663,0.5883,0.7925,0.0111,0.7220,-0.0443,12
Linker,DisorderNet-pbias,0.05,,,,,,,
